MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
Yes,,Yes,Yes,,1,22,"F van Wyk, A Khojandi, A Mohammed, E Begoli…",A minimal set of physiomarkers in continuous high frequency data streams predict adult sepsis onset earlier,2019,International journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1386505618309444,"https://scholar.google.com/scholar?cites=7832334754920077585&as_sdt=2005&sciodt=0,5&hl=en",206,2020-07-21 11:39:01,HTML,,,22,22,4,5,1,… Keywords. Sepsis. Physiological data. Artificial intelligence. Predictive model. Critical care. 1. Introduction … 1.1. Contributions. This paper introduces a novel method for applying a machine learning pipeline to high-frequency data streams in the area of sepsis prediction …
No,Out of scope: Cost-benefit analysis,No,No,Out of scope: Cost-benefit analysis,1,2,"F van Wyk, A Khojandi, B Williams, D MacMillan…",A Cost-Benefit Analysis of Automated Physiological Data Acquisition Systems Using Data-Driven Modeling,2019,Journal of Healthcare …,Springer,https://link.springer.com/article/10.1007/s41666-018-0040-y,"https://scholar.google.com/scholar?cites=717462314742020265&as_sdt=2005&sciodt=0,5&hl=en",322,2020-07-21 11:39:01,HTML,,,2,2,0,5,1,"… We employ versatile machine learning algorithms, namely random forest (RF), recurrent neural network (RNN), and multilayer perceptron (MLP) to … are to investigate the influence of varying collection intervals on the accuracy and sensitivity of the sepsis detection algorithm, and …"
No,Preprint,No,No,Preprint,1,4,"F van Wyk, A Khojandi, RL Davis, R Kamaleswaran",Physiomarkers in real-time physiological data streams predict adult sepsis onset earlier than clinical practice,2018,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/322305v1.abstract,"https://scholar.google.com/scholar?cites=4573680586588785274&as_sdt=2005&sciodt=0,5&hl=en",187,2020-07-21 11:39:01,,,,4,2,1,4,2,"… them particularly appropriate for 'online' sepsis prediction work … Journal of global health 2012;2(1). 8. Shashikumar SP, Stanley MD, Sadiq I, et al: Early Sepsis Detection in Critical Care Patients Using … signal selection and machine learning. Physiol Meas 2016;37(8):1204 …"
No,"Out of scope: Not about Sepsis Onset prediction, but single classification based on first 12 hours of stay",No,No,Out of scope: Not related to sepsis onset prediction,1,14,"F van Wyk, A Khojandi…",How much data should we collect? A case study in sepsis detection using deep learning,2017,… and Point of Care …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8227596/,"https://scholar.google.com/scholar?cites=17120535702633353795&as_sdt=2005&sciodt=0,5&hl=en",37,2020-07-21 11:39:01,,,,14,4.67,5,3,3,"… [10] WernicN, MN, Yang, Y., BranNov, JG, Yourganov, G., & Strother, SC, Machine learning in medical imaging … [12] ShashiNumar, SP, Stanley, MD, Sadiq, I., Li, Q., Holder, A., Clifford, GD, & Nemati, S., Early Sepsis Detection in Critical Care Patients Using Multiscale Blood …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Not related to sepsis onset prediction,1,22,"FJ Candel, MB Sá, S Belda, G Bou…",Current aspects in sepsis approach. Turning things around,2018,Revista Española de …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6172679/,"https://scholar.google.com/scholar?cites=882550845311655893&as_sdt=2005&sciodt=0,5&hl=en",292,2020-07-21 11:39:01,HTML,,,22,11,4,5,2,"… The text has been structured in the following headings: epidemiology of sepsis in the world, evidences in sepsis detection programs, microbiological diagnosis, new evidence in initial resuscitation, usefulness of biomarkers, sepsis in pediatric patients, stewardship programs …"
No,Pediatric,No,No,Pediatric population,1,217,"FO Odetola, A Gebremariam, GL Freed",Patient and hospital correlates of clinical outcomes and resource utilization in severe pediatric sepsis,2007,Pediatrics,Am Acad Pediatrics,https://pediatrics.aappublications.org/content/119/3/487.short,"https://scholar.google.com/scholar?cites=11240818664805079407&as_sdt=2005&sciodt=0,5&hl=en",197,2020-07-21 11:39:01,,,,217,16.69,72,3,13,Skip to main content. Advertising Disclaimer ». Main menu. Journals: Pediatrics; Hospital Pediatrics; Pediatrics in Review; NeoReviews; AAP Grand Rounds; AAP News. Authors/Reviewers: Submit Manuscript; Author Guidelines; Reviewer …
No,Not about Sepsis Prediction,No,No,Out of scope: Pathology,1,0,"FO Souto, JC Alves-Filho, WM Turato…",CCR2 drives neutrophil infiltration and elicits tissue damage in remote organs during sepsis,2010,Critical …,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9126,,582,2020-07-21 11:39:01,,,,0,0,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Pathology,1,4,"FO de Sousa, AO de Paiva, LA Santana…",Predicting the Occurrence of Sepsis by In Silico Simulation,2014,… on Artificial Intelligence,Springer,https://link.springer.com/chapter/10.1007/978-3-319-13650-9_42,"https://scholar.google.com/scholar?cites=3272385134364054820&as_sdt=2005&sciodt=0,5&hl=en",432,2020-07-21 11:39:01,,,,4,0.67,1,4,6,"… Keywords: in silico simulation, sepsis prediction, multiagent system. 1 Introduction … Intensive Care Medicine 29(4), 530–538 (2001) 22. Floreano, D., Mattiussi, C.: Bio-inspired artificial intelligence: theories, methods, and technologies. MIT Press (2008) 23 …"
No,Duplicate,No,No,Duplicate,1,0,"FO de Sousa, AO de Paiva, LA Santana…",2.5. Artigo V: Predicting the occurrence of sepsis by in silico simulation,2014,A UTILIZAÇÃO DO …,locus.ufv.br,https://www.locus.ufv.br/bitstream/handle/123456789/2681/texto%20completo.pdf?sequence=1&isAllowed=y#page=67,,617,2020-07-21 11:39:01,PDF,,,0,0,0,4,6,"… literacture. Keywords. in silico simulation; sepsis prediction; multiagent system. 1 … pp. 1-4). IEEE. 2012. DARIO, Floreano; MATTIUSSI, Cláudio. Bio-inspired artificial intelligence: theories, methods, and technologies. MIT press, 2008. DE …"
No,Preprint,No,No,Preprint,1,0,"G Levy-Fix, GJ Kuperman, N Elhadad",Machine Learning and Visualization in Clinical Decision Support: Current State and Future Directions,2019,arXiv preprint arXiv:1906.02664,arxiv.org,https://arxiv.org/abs/1906.02664,,551,2020-07-21 11:39:01,,,,0,0,0,3,1,"Page 1. Preprint under review. Machine Learning and Visualization in Clinical Decision Support: Current State and Future Directions … Abstract Deep learning, an area of machine learning, is set to revolutionize patient care. But it is …"
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial/ Perspectives,1,4,G Luo,A roadmap for semi-automatically extracting predictive and clinically meaningful temporal features from medical data for predictive modeling,2019,Global transitions,Elsevier,https://www.sciencedirect.com/science/article/pii/S2589791819300015,"https://scholar.google.com/scholar?cites=13935323745886157304&as_sdt=2005&sciodt=0,5&hl=en",652,2020-07-21 11:39:01,HTML,,,4,4,4,1,1,"… open access. Abstract. Predictive modeling based on machine learning with medical data has great potential to improve healthcare and reduce costs … Second, most machine learning models provide no explanation of their prediction results …"
No,Review,No,No,Review,1,4,"G Medic, MK Kließ, L Atallah, J Weichert, S Panda…",Evidence-based Clinical Decision Support Systems for the prediction and detection of three disease states in critical care: A systematic literature review,2019,…,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6894361.2/,"https://scholar.google.com/scholar?cites=1329830394710527714&as_sdt=2005&sciodt=0,5&hl=en",267,2020-07-21 11:39:01,HTML,,,4,4,1,6,1,"… Therefore, these models can be the foundation of the included listed interventions but will not be included in the Data Extraction Files unless they have also machine learning or artificial intelligence or some other form of “learning potential” on top of the statistical mathematical …"
No,Review,No,No,Duplicate,1,0,"G Medic, MK Kließ, L Atallah, J Weichert, S Panda…",A systematic literature review [version 1; peer review,2019,,core.ac.uk,https://core.ac.uk/download/pdf/266939199.pdf,,303,2020-07-21 11:39:01,PDF,,,0,0,0,6,1,"… Therefore, these models can be the foundation of the included listed interventions but will not be included in the Data Extraction Files unless they have also machine learning or artificial intelligence or some other form of “learning potential” on top of the statistical mathematical …"
No ,Review,No,No,Duplicate,1,0,"G Medic, MK Kließ, L Atallah, J Weichert, S Panda…",prediction and detection of three disease states in critical care: A systematic literature review [version 2; peer review: 2,2019,,researchgate.net,https://www.researchgate.net/profile/Melodi_Kosaner_Kliess/publication/337581534_Evidence-based_Clinical_Decision_Support_Systems_for_the_prediction_and_detection_of_three_disease_states_in_critical_care_A_systematic_literature_review/links/5de4f23b4585159aa45a57af/Evidence-based-Clinical-Decision-Support-Systems-for-the-prediction-and-detection-of-three-disease-states-in-critical-care-A-systematic-literature-review.pdf,,312,2020-07-21 11:39:01,PDF,,,0,0,0,6,1,"… Therefore, these models can be the foundation of the included listed interventions but will not be included in the Data Extraction Files unless they have also machine learning or artificial intelligence or some other form of “learning potential” on top of the statistical mathematical …"
No,Not about Sepsis Prediction,No,No,Out of scope: Ventilator,1,8,"G Rehm, J Han, B Kuhn, JP Delplanque…",Creation of a robust and generalizable machine learning classifier for patient ventilator asynchrony,2018,Methods of information …,osti.gov,https://www.osti.gov/biblio/1525274,"https://scholar.google.com/scholar?cites=13797073499072594560&as_sdt=2005&sciodt=0,5&hl=en",185,2020-07-21 11:39:01,,,,8,4,2,5,2,"… The problem of bias in training data in regression problems in medical decision support. Artificial Intelligence in Medicine … Kam HJ, Kim HY. Learning representations for the early detection of sepsis with deep neural networks … A computational approach to early sepsis detection …"
No,Thesis,No,No,Thesis,1,0,GA Ciccarelli,Early warning of patient deterioration in the inpatient setting,2013,,dspace.mit.edu,https://dspace.mit.edu/handle/1721.1/100870,,662,2020-07-21 11:39:01,,,,0,0,0,1,7,… Warning Score (CHEWS). We also apply several standard machine learning approaches to investigate the utility of automatically collected bedside monitoring trend data for prediction of patient deterioration. Our results suggest …
No,Not about Sepsis Onset Prediction,No,No,"Out of scope, non-ICU populations",1,0,"GB Berikol, G Berikol",Use of artificial intelligence in emergency medicine,2020,Artificial Intelligence in Precision Health,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780128171332000173,,329,2020-07-21 11:39:01,,,,0,0,0,2,1,… Especially stroke imaging analysis is very popular and promising in artificial intelligence studies due to … Another study where machine learning methods using data from electronic health records was as effective as scoring systems is the sepsis prediction study (Desautels et …
No,Preprint,No,No,Preprint,1,0,"GB Rehm, BT Kuhn, MK Lieng, I Cortes-Puch…",An Analytic Platform for the Rapid and Reproducible Annotation of Ventilator Waveform Data,2019,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/568386v1.abstract,,466,2020-07-21 11:39:01,,,,0,0,0,5,1,"… physiologic monitoring devices. By utilizing expert-derived rules and machine learning, algorithmic classifiers can support CDS systems that can function with complex data types, and … A computational approach to early sepsis detection. Computers in Biology and Medicine …"
No,Out of scope: Not ICU but ED,No,No,Out of scope: Non-ICU populations,1,70,"GE Hayden, RE Tuuri, R Scott, JD Losek…",Triage sepsis alert and sepsis protocol lower times to fluids and antibiotics in the ED,2016,The American journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S073567571500707X,"https://scholar.google.com/scholar?cites=14341712199606168363&as_sdt=2005&sciodt=0,5&hl=en",603,2020-07-21 11:39:01,HTML,,,70,17.5,14,5,4,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
No,Out of scope: Treatment and Survival Analysis,No,No,Out of scope: Treatment and Survival Analysis,1,0,"GP Otto, M Sossdorf, J Lemm, S Scholz, RA Claus…",Monoamino-oxidase-A function and potential benefit of its inhibition in sepsis,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9147,,583,2020-07-21 11:39:01,,,,0,0,0,6,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial/ Perspectives,1,8,GS Nelson,Bias in artificial intelligence,2019,North Carolina medical journal,ncmedicaljournal.com,https://www.ncmedicaljournal.com/content/80/4/220?utm_source=TrendMD&utm_medium=cpc&utm_campaign=North_Carolina_Medical_Journal_TrendMD_1,"https://scholar.google.com/scholar?cites=14025988962106735215&as_sdt=2005&sciodt=0,5&hl=en",57,2020-07-21 11:39:01,,,,8,8,8,1,1,"… We are not looking for robots to do work for us, we are looking to make better decisions by benefiting from machine learning and AI” [17] … Artificial intelligence in radiation oncology: a specialty-wide disruptive transformation … A computational approach to early sepsis detection …"
No,Out of scope: Not about sepsis onset prediction,No,No,Out of scope: Not sepsis onset related,1,1,"H Al-Sadr, M Popescu, JM Keller",Early Sepsis Recognition Based on Ear Localization using Infrared Thermography,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8621167/,"https://scholar.google.com/scholar?cites=9984980947497234540&as_sdt=2005&sciodt=0,5&hl=en",464,2020-07-21 11:39:01,,,,1,0.5,0,3,2,"… In this paper, we presented a methodology for detecting the temperature differential (ETD) across human ears that can be used for early sepsis detection … [26] Z.-C. Mu et al., “Ear detection based on skin-color and contour information,” in Machine Learning and Cybernetics …"
No,Out of scope: Not about sepsis onset prediction,No,No,Out of scope: Not sepsis onset related,1,0,"H Al-Sadr, M Popescu…",Early sepsis recognition based on infrared thermography,2019,International Journal of …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJDMB.2019.101389,,589,2020-07-21 11:39:01,,,,0,0,0,3,1,"… It is apparent that accurate screening of patients for sepsis is essential. Sepsis detection methods are typically based on measuring a set of physiological variables such as thrombocytes, prothrombin time (PTT), sodium, potassium, lactate, etc. (Pramanik et al., 2016) …"
No,Thesis,No,No,Thesis,1,1,H Bouabana,Predicting Deterioration of Patients in the Intensive Care Unit,2018,,trepo.tuni.fi,https://trepo.tuni.fi/handle/10024/103811,"https://scholar.google.com/scholar?cites=4396138087090498830&as_sdt=2005&sciodt=0,5&hl=en",618,2020-07-21 11:39:01,,,,1,0.5,1,1,2,"… 12 2.2 Machine learning Samuel [48] described machine learning as the capability of machines to learn without specifically programming them. This part of Artificial Intelligence (AI) studies the design, analysis, development and implementation of techniques. Thus, enabling …"
No,"Out of scope: Not ICU but ED, ward",No,No,Out of scope: Non-ICU populations,1,2,"H Burdick, E Pino, D Gabel-Comeau, A McCoy, C Gu…","Effect of a sepsis prediction algorithm on patient mortality, length of stay, and readmission",2018,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/457465v1.full-text,"https://scholar.google.com/scholar?cites=4799173474211175487&as_sdt=2005&sciodt=0,5&hl=en",11,2020-07-21 11:39:01,HTML,,,2,1,0,6,2,"… Results suggest this system may improve severe sepsis detection and patient outcomes over the use of rules-based sepsis detection systems. Question Is a machine learning algorithm capable of accurate severe sepsis prediction, and does its clinical implementation improve …"
No,Preprint,No,No,Preprint,1,3,"H Burdick, E Pino, D Gabel-Comeau, C Gu, H Huang…",Evaluating a sepsis prediction machine learning algorithm in the emergency department and intensive care unit: a before and after comparative study,2018,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/224014v2.abstract,"https://scholar.google.com/scholar?cites=4140041548305610213&as_sdt=2005&sciodt=0,5&hl=en",5,2020-07-21 11:39:01,,,,3,1.5,1,6,2,"Introduction Sepsis is a major health crisis in US hospitals, and several clinical identification systems have been designed to help care providers with early diagnosis of sepsis. However, many of these systems demonstrate low specificity or sensitivity, which limits their clinical …"
No,"Preprint, Duplicate",No,No,"Preprint, Duplicate",1,0,"H Burdick, E Pino, D Gabel-Comeau, C Gu, H Huang…",Evaluating a sepsis prediction machine learning algorithm using minimal electronic health record data in the emergency department and intensive care unit,2017,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/224014v1.full-text,,24,2020-07-21 11:39:01,HTML,,,0,0,0,6,3,"Introduction Sepsis is a major health crisis in US hospitals, and several clinical identification systems have been designed to help care providers with early diagnosis of sepsis. However, many of these systems demonstrate low specificity or sensitivity, which limits their clinical …"
No,"Preprint, Duplicate",No,No,"Preprint, Duplicate",1,2,"H Burdick, E Pino, D Gabel-Comeau, C Gu, H Huang…",Evaluating a sepsis prediction machine learning algorithm in the emergency department and intensive care unit: a before and after comparative study …,,,,,"https://scholar.google.com/scholar?cites=16952278752630681090&as_sdt=2005&sciodt=0,5&hl=en",35,2020-07-21 11:39:01,CITATION,,,2,0,0,6,,
No,"Preprint, Duplicate",No,No,"Preprint, Duplicate",1,0,"H Burdick, E Pino, D Gabel-Comeau…","Effect of a sepsis prediction algorithm on patient mortality, length of stay and readmission: a prospective multicentre clinical outcomes evaluation of real-world …",2020,BMJ Health & Care …,informatics.bmj.com,https://informatics.bmj.com/content/27/1/e100109.abstract,,41,2020-07-21 11:39:01,HTML,,,0,0,0,4,1,"… Download PDF PDF. Original research. Effect of a sepsis prediction algorithm on patient mortality, length of stay and readmission: a prospective multicentre clinical outcomes evaluation of real-world patient data from US hospitals …"
No,Thesis,No,No,Thesis,1,1,H Byrne,Using peptidomics and machine learning techniques to predict mortality of patients with septic shock,2018,,upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/119044,"https://scholar.google.com/scholar?cites=4549871022922049155&as_sdt=2005&sciodt=0,5&hl=en",129,2020-07-21 11:39:01,,,,1,0.5,1,1,2,"… Care (MIMIC) database is one that has been used by several studies into sepsis, utilising machine learning. It comprises the records of 40,000 critical care patients, and includes demographics, vital signs, laboratory tests and more. An “Artificial Intelligence Sepsis Expert” was …"
No,Not peer-reviewed,No,No,Not peer-reviewed,1,0,"H Cheers, Y Lin, SP Smith, S Srivastava, TV Prabhakar…","Session 1 001-S076 Real-Time Network Intrusion Detection System Based on Deep Learning 1 Yuansheng Dong, Rong Wang, Juan He 002-S010 A Novel …",,icsess.org,,http://www.icsess.org/toc.pdf,,369,2020-07-21 11:39:01,PDF,,,0,0,0,6,,… 075-S102 Research on the Sentiment Analysis Based on Machine Learning and Feature … 105-S100 Application Research of Artificial Intelligence in the Fifth Generation Mobile Communication … 132-S151 Early Sepsis Prediction in ICU Trauma Patients with Using An Improved …
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,0,"H Daabo, I Welters, J Gallagher, L Ranganath",Lipopolysaccharide alters expression of incretin receptors in monocytic and hepatocytic cell lines,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9121,,584,2020-07-21 11:39:01,,,,0,0,0,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,178,"H Harutyunyan, H Khachatrian, DC Kale, G Ver Steeg…",Multitask learning and benchmarking with clinical time series data,2019,Scientific data,nature.com,https://www.nature.com/articles/s41597-019-0103-9,"https://scholar.google.com/scholar?cites=4633293990437073755&as_sdt=2005&sciodt=0,5&hl=en",203,2020-07-21 11:39:01,HTML,,,178,178,36,5,1,"… Abstract. Health care is one of the most exciting frontiers in data mining and machine learning … While there has been a steady growth in machine learning research for health care, several obstacles have slowed progress in harnessing digital health data …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Not sepsis onset related,1,12,"H Khazaei, C McGregor, JM Eklund…",Real-time and retrospective health-analytics-as-a-service: a novel framework,2015,JMIR medical …,medinform.jmir.org,https://medinform.jmir.org/2015/4/e36,"https://scholar.google.com/scholar?cites=4863449739176006148&as_sdt=2005&sciodt=0,5&hl=en",348,2020-07-21 11:39:01,HTML,,,12,2.4,3,4,5,"… Adaptive Analytics: Models that are generated by analytics such as data mining, machine learning, or statistical modeling in Hadoop platform used as basis for … In this section, we elaborate the interactions between the main components of Artemis-IC for sepsis detection …"
No,Pediatric,No,No,Neonatal population,1,13,"H Khazaei, N Mench-Bressan…",Health informatics for neonatal intensive care units: an analytical modeling perspective,2015,IEEE journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7286745/,"https://scholar.google.com/scholar?cites=15392646752764499528&as_sdt=2005&sciodt=0,5&hl=en",651,2020-07-21 11:39:01,,,,13,2.6,4,3,5,"… Researchers can apply data mining techniques [13], machine learning algorithms and statistical modeling, against vast amount of stored information and find new rules … [22] C. McGregor, C. Catley, J. Padbury, and A. James, ''Late onset neonatal sepsis detection in newborn …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Trauma patienrs,1,2,"H Lu, J Du, D Wen, J Sun, M Chen…",Development and validation of a novel predictive score for sepsis risk among trauma patients,2019,World Journal of …,wjes.biomedcentral.com,https://wjes.biomedcentral.com/articles/10.1186/s13017-019-0231-8,"https://scholar.google.com/scholar?cites=8748272523825474407&as_sdt=2005&sciodt=0,5&hl=en",343,2020-07-21 11:39:01,HTML,,,2,2,0,6,1,"… Because these basic information and laboratory test results are available within a few hours of admission, it is reasonable to consider that earlier recognition models could be derived for sepsis prediction based on routinely collected data …"
No,Not about Sepsis Prediction,No,No,Out of scope: Kidney injury,1,34,"H Mohamadlou, A Lynn-Palevsky…",Prediction of acute kidney injury with a machine learning algorithm using electronic health record data,2018,Canadian journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/2054358118776326,"https://scholar.google.com/scholar?cites=9546606705576590309&as_sdt=2005&sciodt=0,5&hl=en",51,2020-07-21 11:39:01,,,,34,17,11,3,2,"… Prediction of Acute Kidney Injury With a Machine Learning Algorithm Using Electronic Health Record Data. Hamid Mohamadlou, Anna Lynn-Palevsky, Christopher Barton, Uli Chettipally, Lisa Shieh, Jacob Calvert, Nicholas R. Saber, and Ritankar Das …"
No,Out of scope: Mortality Prediction,No,No,Out of scope: Mortality Prediction,1,2,"H Mohamadlou, S Panchavati, J Calvert…",Multicenter validation of a machine-learning algorithm for 48-h all-cause mortality prediction,2019,Health informatics …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1460458219894494,"https://scholar.google.com/scholar?cites=10928819314943366229&as_sdt=2005&sciodt=0,5&hl=en",283,2020-07-21 11:39:01,,,,2,2,1,4,1,"… Multicenter validation of a machine-learning algorithm for 48-h all-cause mortality prediction. Hamid Mohamadlou, Saarang Panchavati, Jacob Calvert, Anna Lynn-Palevsky, Sidney Le, Angier Allen, Emily Pellegrini, Abigail Green-Saxena, Christopher Barton, Grant Fletcher …"
No,Preprint,No,No,Preprint,1,1,"H Mozannar, D Sontag",Consistent Estimators for Learning to Defer to an Expert,2020,arXiv preprint arXiv:2006.01862,arxiv.org,https://arxiv.org/abs/2006.01862,"https://scholar.google.com/scholar?cites=3621001929696373512&as_sdt=2005&sciodt=0,5&hl=en",238,2020-07-21 11:39:01,,,,1,1,1,2,1,"… 1 Introduction Machine learning systems are now being deployed in settings to compliment human decision makers such as in healthcare [HAA+17, RBC+19], risk assessment [GC19a] and content moderation [LHL16]. These …"
No,Out of scope: Septic Shock,No,No,Out of scope: Septic Shock,1,2,"H Oğul, A Baldominos, T Aşuroğlu…",On computer-aided prognosis of septic shock from vital signs,2019,2019 IEEE 32nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8787496/,"https://scholar.google.com/scholar?cites=13009678606383181724&as_sdt=2005&sciodt=0,5&hl=en",510,2020-07-21 11:39:01,,,,2,2,1,4,1,"… Care Unit With Minimal Electronic Health Record Data: A Machine Learning Approach,” JMIR Med Inform., vol.4, 2016. [3] JS Calvert, DA Price, UK Chettipally, CW Barton, M . D. Feldman, JL Hoffman, et al., “A computational approach to early sepsis detection,” Computers in …"
No,Editorial,No,No,Commentary/Opinion/Editorial/ Perspectives,1,3,"H Ruppel, V Liu",To catch a killer: electronic sepsis alert tools reaching a fever pitch?,2019,,qualitysafety.bmj.com,https://qualitysafety.bmj.com/content/28/9/693.abstract,"https://scholar.google.com/scholar?cites=17484877681039238281&as_sdt=2005&sciodt=0,5&hl=en",120,2020-07-21 11:39:01,,,,3,3,2,2,1,"… electronically implemented as sepsis 'sniffers' that offload the burden of sepsis detection in patients who already meet relevant clinical criteria.14 In other cases, the role of these simpler 'predictive' models has been questioned alongside the rise of machine learning (ML)-driven …"
No,Not about Sepsis Prediction,No,No,Out of scope: Neurovascular medicine,1,1,"H Saber, M Somai, GB Rajah, F Scalzo…",Predictive analytics and machine learning in stroke and neurovascular medicine,2019,Neurological …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/01616412.2019.1609159,"https://scholar.google.com/scholar?cites=2762370728311859469&as_sdt=2005&sciodt=0,5&hl=en",150,2020-07-21 11:39:01,,,,1,1,0,5,1,"… The biotech company Viz.ai© has developed an FDA approved artificial intelligence platform that uses deep learning algorithms, similarly to the one used for detecting faces in an iPhone, to detect … Effect of a machine learning-based severe sepsis prediction algorithm on …"
No,Thesis,No,No,Thesis,1,2,H Suresh,Clinical event prediction and understanding with deep neural networks,2017,,dspace.mit.edu,https://dspace.mit.edu/handle/1721.1/113169,"https://scholar.google.com/scholar?cites=17582028174269898397&as_sdt=2005&sciodt=0,5&hl=en",587,2020-07-21 11:39:01,,,,2,0.67,2,1,3,"… For example, for sepsis prediction, certain fluctuation patterns in body temperature that … variable across all patients. The work in this chapter was submitted to the NIPS 2016 Machine Learning for Healthcare workshop with Marzyeh Ghassemi. 29"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,0,"H Urquia, L Pimentel-Silva, C Yasuda…",Voxel-based diffusion tensor imaging in focal epilepsies: comparative analyses of microstructural damage in pharmacoresponse of mesial temporal lobe …,2019,Journal of the …,jns-journal.com,https://www.jns-journal.com/article/S0022-510X(19)32193-8/abstract,,109,2020-07-21 11:39:01,CITATION,,,0,0,0,4,1,"… WCN19-2159 Journal of the Neurological Sciences 405S (2019) 105380 Poster Session 4 Sepsis prediction using machine-learning methods: prolonged disorders of consciousness patients O. Metskera, M. Aybazovab, E. Kondratyevab …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,0,"HC Lee, CW Jung",인공지능 시대의 마취통증의학 연구,,anesth-pain-med.org,,https://www.anesth-pain-med.org/m/journal/view.php?doi=10.17085/apm.2018.13.3.248,,500,2020-07-21 11:39:01,HTML,,,0,0,0,2,,"… 1. A Venn-diagram of artificial intelligence … of sepsis in the intensive care unit with minimal electronic health record data: a machine learning approach … Multicentre validation of a sepsis prediction algorithm using only vital sign data in the emergency department, general ward and …"
No,Not about Sepsis Prediction,No,No,Out of scope: Not sepsis onset related,1,13,"HC Turner, N Van Hao, S Yacoub, DA Clifton…",Achieving affordable critical care in low-income and middle-income countries,2019,BMJ global …,gh.bmj.com,https://gh.bmj.com/content/4/3/e001675.abstract,"https://scholar.google.com/scholar?cites=18211042577867717865&as_sdt=2005&sciodt=0,5&hl=en",193,2020-07-21 11:39:01,,,,13,13,3,5,1,"… artificial intelligence (AI), may also improve care quality. Wearable devices, such as fitness trackers, have been used in ICU populations in high-income countries and have shown good correlation with conventionally-derived ECG data.23 AI and machine learning algorithms …"
No,Thesis,No,No,Thesis,1,0,HE Mack,Universal Digital High Resolution Melt Platform for First Pass Screening of Sepsis,2017,,escholarship.org,https://escholarship.org/uc/item/60v9700g,,535,2020-07-21 11:39:01,,,,0,0,0,1,3,… 34 2.3.2 Other machine learning approaches for sepsis diagnostics ..... 35 … 24 Figure 3: Sepsis detection technologies time-to-results compared to blood culture ..... 38 …
